frame,class_id,confidence,inference_time
45,0,0.2533743679523468,0.17311787605285645
46,0,0.5227663516998291,0.17679619789123535
47,2,0.26738041639328003,0.18303918838500977
48,0,0.44299811124801636,0.1732327938079834
49,0,0.2671227753162384,0.17464590072631836
50,0,0.25902917981147766,0.18574833869934082
51,2,0.4121257960796356,0.18600130081176758
52,2,0.38009896874427795,0.27919864654541016
53,0,0.2895853519439697,0.18599200248718262
54,0,0.2717897295951843,0.17834687232971191
55,2,0.27819862961769104,0.17415475845336914
56,0,0.25872835516929626,0.18361520767211914
57,28,0.2863091826438904,0.18419384956359863
58,0,0.4477499723434448,0.1730823516845703
59,0,0.2536899745464325,0.17656373977661133
60,0,0.4931766390800476,0.18477153778076172
61,0,0.2663220763206482,0.17429089546203613
62,2,0.3055607080459595,0.18260669708251953
63,0,0.2931576669216156,0.18495941162109375
64,2,0.41477495431900024,0.18351459503173828
65,0,0.3107229173183441,0.1832261085510254
66,0,0.3026798665523529,0.1772298812866211
67,2,0.43613407015800476,0.17485880851745605
68,9,0.25120964646339417,0.17763328552246094
69,9,0.25171929597854614,0.18207311630249023
70,0,0.2619622051715851,0.17877459526062012
71,2,0.2582082748413086,0.18137526512145996
72,2,0.3394326865673065,0.17780780792236328
73,2,0.3549818694591522,0.17648959159851074
74,0,0.31512799859046936,0.22286581993103027
75,0,0.2852066159248352,0.17650675773620605
76,0,0.2942337393760681,0.1743009090423584
77,0,0.2841629981994629,0.17490482330322266
78,0,0.3770008683204651,0.1843109130859375
79,0,0.28762301802635193,0.2077178955078125
80,0,0.26480159163475037,0.28281140327453613
81,0,0.28475284576416016,0.18118667602539062
82,0,0.2703726887702942,0.17750906944274902
83,0,0.3308141529560089,0.18360495567321777
84,0,0.26887375116348267,0.1763172149658203
85,0,0.33286112546920776,0.1799144744873047
86,0,0.27107369899749756,0.18542098999023438
87,0,0.26119276881217957,0.19350099563598633
88,0,0.26629918813705444,0.17906570434570312
89,0,0.28836798667907715,0.1767730712890625
90,2,0.2601282596588135,0.18323731422424316
91,0,0.3340049982070923,0.1815938949584961
92,0,0.2697490453720093,0.17935943603515625
93,2,0.47350895404815674,0.17451691627502441
94,2,0.2957267463207245,0.18958783149719238
95,0,0.3525589108467102,0.19304418563842773
96,0,0.32309284806251526,0.1879868507385254
97,0,0.2669270932674408,0.19557452201843262
98,0,0.2547367811203003,0.19523382186889648
99,0,0.2853259742259979,0.18431639671325684
100,0,0.33491408824920654,0.18106675148010254
101,0,0.27521219849586487,0.17502188682556152
102,0,0.3030972182750702,0.17927885055541992
103,0,0.336296021938324,0.17717766761779785
104,0,0.27609097957611084,0.1790773868560791
105,0,0.2981993854045868,0.2608492374420166
106,0,0.25891396403312683,0.18038678169250488
107,0,0.3682669997215271,0.17572617530822754
108,0,0.2514263987541199,0.1788647174835205
109,0,0.2600965201854706,0.206465482711792
110,0,0.3220296800136566,0.17007851600646973
111,0,0.2910468578338623,0.16187143325805664
112,0,0.42171770334243774,0.16378474235534668
113,2,0.25350797176361084,0.16454315185546875
114,0,0.25802284479141235,0.1673583984375
115,0,0.2674946188926697,0.1654224395751953
116,2,0.2594715356826782,0.16592669486999512
117,2,0.2569480836391449,0.1673433780670166
118,0,0.285655677318573,0.17019343376159668
119,2,0.25698620080947876,0.16509389877319336
120,0,0.2872769236564636,0.1658463478088379
121,2,0.2824907600879669,0.17077898979187012
122,2,0.2575504779815674,0.17056870460510254
123,1,0.25805386900901794,0.1656208038330078
124,1,0.2828555405139923,0.1674342155456543
125,2,0.25175508856773376,0.16491150856018066
126,0,0.2670750021934509,0.16808247566223145
127,0,0.2652437388896942,0.21527671813964844
128,2,0.25459718704223633,0.1687154769897461
129,0,0.2576870620250702,0.16697072982788086
130,2,0.280206561088562,0.1705787181854248
131,2,0.3968893587589264,0.17010784149169922
132,2,0.25811049342155457,0.17446208000183105
133,2,0.2537131905555725,0.17293143272399902
134,2,0.2768312096595764,0.16829419136047363
135,2,0.2818543016910553,0.1601085662841797
136,0,0.32514965534210205,0.1626567840576172
137,2,0.2709187865257263,0.16840362548828125
138,2,0.26363301277160645,0.16744685173034668
139,2,0.28916314244270325,0.16998958587646484
140,0,0.26101598143577576,0.1662602424621582
141,2,0.3526366055011749,0.17562460899353027
142,0,0.275952011346817,0.17385435104370117
143,0,0.2807736396789551,0.16715550422668457
144,2,0.3455488383769989,0.17258620262145996
145,2,0.3180309534072876,0.171112060546875
146,0,0.2589362561702728,0.16918611526489258
147,0,0.25025475025177,0.17023992538452148
148,0,0.26239824295043945,0.16614651679992676
149,0,0.2587030231952667,0.17472100257873535
150,0,0.26546239852905273,0.16878652572631836
151,2,0.28964605927467346,0.16779232025146484
152,2,0.3155202567577362,0.16670846939086914
153,0,0.3631730377674103,0.16496634483337402
154,0,0.3941524624824524,0.16640639305114746
155,0,0.2988438904285431,0.16971564292907715
156,0,0.25180917978286743,0.16374945640563965
157,0,0.3522343933582306,0.23691034317016602
158,2,0.32142025232315063,0.17418169975280762
159,2,0.27165499329566956,0.18111562728881836
160,2,0.2670106589794159,0.19466400146484375
161,0,0.4098605513572693,0.20745491981506348
162,0,0.30810829997062683,0.1808173656463623
163,0,0.35708844661712646,0.17726469039916992
164,0,0.25969964265823364,0.16652131080627441
165,0,0.286266565322876,0.17806720733642578
166,26,0.2770231068134308,0.20563220977783203
167,0,0.407651424407959,0.17444300651550293
168,2,0.4453541934490204,0.1680903434753418
169,0,0.2705202102661133,0.17312884330749512
170,0,0.2561701238155365,0.17577314376831055
171,26,0.27039745450019836,0.1680459976196289
172,0,0.2591125965118408,0.1654362678527832
173,0,0.5075400471687317,0.16613507270812988
174,2,0.46862998604774475,0.172227144241333
175,26,0.4699884057044983,0.17381525039672852
176,2,0.2827029824256897,0.17370939254760742
177,26,0.25279369950294495,0.16990113258361816
178,2,0.2954908311367035,0.16768598556518555
179,2,0.31207969784736633,0.1667191982269287
180,2,0.26906678080558777,0.1665036678314209
181,2,0.2825711667537689,0.16861987113952637
182,2,0.2820747196674347,0.21925568580627441
183,2,0.3207010328769684,0.16402053833007812
184,2,0.28407022356987,0.1732618808746338
185,28,0.29550519585609436,0.1644279956817627
186,2,0.2696014940738678,0.1687793731689453
187,28,0.2875049114227295,0.17518258094787598
188,2,0.26276910305023193,0.1678485870361328
189,0,0.3159599304199219,0.16394329071044922
190,0,0.2671934962272644,0.1675426959991455
191,2,0.2750072777271271,0.17074871063232422
192,2,0.27132320404052734,0.1726675033569336
193,2,0.2916465699672699,0.16919994354248047
194,2,0.25090456008911133,0.1724412441253662
195,2,0.33273792266845703,0.17960739135742188
196,2,0.2721010744571686,0.18004846572875977
197,58,0.47209250926971436,0.1954667568206787
198,2,0.35035446286201477,0.19625163078308105
199,58,0.3893919289112091,0.16890859603881836
200,0,0.2680918574333191,0.16893458366394043
201,0,0.26582834124565125,0.17370200157165527
202,0,0.41020047664642334,0.16309428215026855
203,58,0.34407922625541687,0.16899514198303223
204,2,0.25324976444244385,0.17595767974853516
205,58,0.35578054189682007,0.16985559463500977
206,2,0.33685341477394104,0.16757750511169434
207,58,0.29480278491973877,0.16879749298095703
208,2,0.2733238637447357,0.17314624786376953
209,2,0.38248997926712036,0.16466283798217773
210,2,0.32321077585220337,0.17146635055541992
211,2,0.42371270060539246,0.16886496543884277
212,0,0.27800217270851135,0.16338348388671875
213,0,0.26797038316726685,0.16771221160888672
214,0,0.2605980932712555,0.1717073917388916
215,2,0.2708032429218292,0.16904735565185547
216,0,0.28389471769332886,0.16944241523742676
217,0,0.25450021028518677,0.17047762870788574
218,0,0.4426559805870056,0.1706233024597168
219,2,0.2538659870624542,0.1702876091003418
220,2,0.25612735748291016,0.167144775390625
221,0,0.3253774344921112,0.17970752716064453
222,2,0.2531591057777405,0.17085766792297363
223,0,0.2807413935661316,0.17242026329040527
224,0,0.2617150545120239,0.16193366050720215
225,0,0.26776444911956787,0.1686394214630127
226,0,0.3523453176021576,0.1640794277191162
227,0,0.2676657736301422,0.16842150688171387
228,0,0.2811284363269806,0.16767358779907227
229,0,0.3715560734272003,0.16655397415161133
230,0,0.2521459758281708,0.1634068489074707
231,2,0.35384225845336914,0.1670064926147461
232,0,0.26425889134407043,0.1692826747894287
233,2,0.348578542470932,0.1708385944366455
234,2,0.3037554919719696,0.18284821510314941
235,0,0.26961904764175415,0.1713700294494629
236,0,0.2519119679927826,0.16498279571533203
237,26,0.32575154304504395,0.1684277057647705
238,26,0.2844526171684265,0.20793771743774414
239,2,0.5591394305229187,0.30497312545776367
240,2,0.30008137226104736,0.21982073783874512
241,26,0.252042293548584,0.16849970817565918
242,2,0.2976522147655487,0.16536784172058105
243,2,0.29590240120887756,0.17120814323425293
244,2,0.29582875967025757,0.17023110389709473
245,2,0.47431328892707825,0.1734480857849121
246,2,0.26519912481307983,0.20093083381652832
247,0,0.32331112027168274,0.17784857749938965
248,0,0.41740548610687256,0.17392992973327637
249,0,0.29752567410469055,0.17130589485168457
250,26,0.2537533938884735,0.17042994499206543
251,26,0.36565878987312317,0.16719722747802734
252,2,0.34745293855667114,0.1684131622314453
253,0,0.2525170147418976,0.15882182121276855
254,26,0.2535821497440338,0.16521048545837402
255,0,0.30470189452171326,0.17510342597961426
256,2,0.2692403793334961,0.17215728759765625
257,0,0.319732666015625,0.177079439163208
258,0,0.2500689625740051,0.17174601554870605
259,0,0.2518506646156311,0.17380928993225098
260,2,0.43387582898139954,0.17300677299499512
261,0,0.29400748014450073,0.1738719940185547
262,0,0.3206122815608978,0.166060209274292
263,2,0.4431919455528259,0.16742634773254395
264,0,0.2666330337524414,0.16667556762695312
265,0,0.36632850766181946,0.16183161735534668
266,0,0.2501918077468872,0.1689765453338623
267,0,0.2556377947330475,0.16982340812683105
268,0,0.35361990332603455,0.16936421394348145
269,2,0.27661457657814026,0.16702532768249512
270,2,0.305814653635025,0.16759133338928223
271,75,0.27346813678741455,0.17480158805847168
272,2,0.25724661350250244,0.16519713401794434
273,2,0.25619158148765564,0.1677989959716797
274,0,0.27021917700767517,0.17293834686279297
275,2,0.4701235294342041,0.16710495948791504
276,75,0.38875240087509155,0.16837215423583984
277,2,0.2950611412525177,0.17386889457702637
278,2,0.2755741775035858,0.17106223106384277
279,0,0.3258068561553955,0.167710542678833
280,2,0.2716576159000397,0.17030119895935059
281,58,0.26304635405540466,0.1712658405303955
282,0,0.2765628397464752,0.1701951026916504
283,2,0.40002578496932983,0.16732454299926758
284,2,0.44082003831863403,0.16321444511413574
285,0,0.2698000967502594,0.17030763626098633
286,2,0.2958696782588959,0.17096304893493652
287,58,0.34819915890693665,0.16464734077453613
288,0,0.2846454083919525,0.16775012016296387
289,75,0.2669236361980438,0.17357754707336426
290,0,0.25755828619003296,0.1705167293548584
291,0,0.26712802052497864,0.1726973056793213
292,0,0.2908369302749634,0.17987275123596191
293,0,0.26565122604370117,0.1731243133544922
294,2,0.29256927967071533,0.2126157283782959
295,2,0.4244703948497772,0.1780543327331543
296,2,0.2650119662284851,0.16883015632629395
297,2,0.2539174556732178,0.17713117599487305
298,2,0.29006466269493103,0.16444778442382812
299,2,0.2649472653865814,0.18712210655212402
300,0,0.2932458519935608,0.23543238639831543
301,0,0.2680889070034027,0.1808927059173584
302,0,0.304179310798645,0.1866459846496582
303,58,0.6046290397644043,0.19325876235961914
304,0,0.37769773602485657,0.1705622673034668
305,0,0.3764761686325073,0.21836018562316895
306,0,0.29819512367248535,0.18668484687805176
307,0,0.25594738125801086,0.1899726390838623
308,2,0.3020297884941101,0.17219781875610352
309,2,0.31843629479408264,0.16968560218811035
310,2,0.32583194971084595,0.20946550369262695
311,0,0.35855886340141296,0.170731782913208
312,2,0.30879607796669006,0.17447781562805176
313,2,0.2714568078517914,0.17568683624267578
314,2,0.28500810265541077,0.17796611785888672
315,2,0.3953394293785095,0.1825578212738037
316,26,0.30586591362953186,0.17578339576721191
317,9,0.2564413547515869,0.16659879684448242
318,2,0.27507874369621277,0.18449616432189941
319,26,0.35431167483329773,0.20031404495239258
320,26,0.3050071597099304,0.1958308219909668
321,2,0.51646888256073,0.17188811302185059
322,0,0.2665744721889496,0.24525904655456543
323,2,0.6800690293312073,0.1818089485168457
324,2,0.6083035469055176,0.18772196769714355
325,2,0.4115595817565918,0.21491026878356934
326,26,0.25775855779647827,0.26938915252685547
327,9,0.2677551209926605,0.2646615505218506
328,26,0.2804773449897766,0.1827998161315918
329,2,0.36536094546318054,0.16645336151123047
330,0,0.3267019987106323,0.1672508716583252
331,2,0.508923351764679,0.16569280624389648
332,2,0.25393202900886536,0.17185449600219727
333,0,0.7276335954666138,0.17577004432678223
334,2,0.2972662150859833,0.16939616203308105
335,3,0.2577844262123108,0.16156840324401855
336,3,0.26443547010421753,0.16874003410339355
337,2,0.2698098421096802,0.17792844772338867
338,0,0.26945751905441284,0.16862964630126953
339,2,0.28523367643356323,0.16974258422851562
340,2,0.3829434812068939,0.2274160385131836
341,2,0.2792201638221741,0.17209100723266602
342,2,0.2665880024433136,0.17587900161743164
343,0,0.4207775294780731,0.17725586891174316
344,0,0.25282013416290283,0.21532034873962402
345,0,0.5557283163070679,0.19934916496276855
346,2,0.5890992879867554,0.1831343173980713
347,2,0.6084646582603455,0.17786693572998047
348,2,0.5509405136108398,0.16896295547485352
349,0,0.6870294809341431,0.16034269332885742
350,2,0.7126323580741882,0.16756010055541992
351,2,0.6689441800117493,0.17291760444641113
352,2,0.5973227024078369,0.17742633819580078
353,2,0.33870571851730347,0.16446924209594727
354,2,0.43470218777656555,0.16817593574523926
355,2,0.33002063632011414,0.18450188636779785
356,2,0.46920540928840637,0.19237661361694336
357,0,0.555802583694458,0.19437170028686523
358,0,0.3288167417049408,0.18654632568359375
359,2,0.258375346660614,0.16776061058044434
360,2,0.2532457411289215,0.16037678718566895
361,0,0.3360738754272461,0.1616194248199463
362,0,0.48713812232017517,0.16217780113220215
363,0,0.5895871520042419,0.166212797164917
364,0,0.45421043038368225,0.16428685188293457
365,2,0.27329155802726746,0.19031071662902832
366,0,0.2709587514400482,0.16640138626098633
