frame,model,condition,confidence,class_id,inference_time
10,FP32,blur_sigma1,0.6690034866333008,2,0.05799460411071777
10,FP32,blur_sigma1,0.49909910559654236,0,0.05799460411071777
10,FP32,blur_sigma1,0.44355881214141846,0,0.05799460411071777
10,FP32,blur_sigma1,0.41600847244262695,0,0.05799460411071777
10,FP32,blur_sigma1,0.3925650417804718,0,0.05799460411071777
10,FP32,blur_sigma1,0.38954105973243713,0,0.05799460411071777
10,FP32,blur_sigma1,0.2952502965927124,2,0.05799460411071777
11,FP32,blur_sigma1,0.8543877601623535,2,0.055547475814819336
11,FP32,blur_sigma1,0.6525350213050842,0,0.055547475814819336
11,FP32,blur_sigma1,0.609030544757843,0,0.055547475814819336
11,FP32,blur_sigma1,0.5332158207893372,2,0.055547475814819336
11,FP32,blur_sigma1,0.5072346925735474,0,0.055547475814819336
11,FP32,blur_sigma1,0.4238472580909729,0,0.055547475814819336
11,FP32,blur_sigma1,0.35564035177230835,0,0.055547475814819336
11,FP32,blur_sigma1,0.3459356725215912,0,0.055547475814819336
11,FP32,blur_sigma1,0.2936354875564575,0,0.055547475814819336
11,FP32,blur_sigma1,0.2575875222682953,0,0.055547475814819336
12,FP32,blur_sigma1,0.8214612603187561,2,0.054833173751831055
12,FP32,blur_sigma1,0.6972796320915222,0,0.054833173751831055
12,FP32,blur_sigma1,0.5906758904457092,0,0.054833173751831055
12,FP32,blur_sigma1,0.3723366856575012,0,0.054833173751831055
12,FP32,blur_sigma1,0.30971312522888184,0,0.054833173751831055
12,FP32,blur_sigma1,0.30590781569480896,0,0.054833173751831055
12,FP32,blur_sigma1,0.27155131101608276,2,0.054833173751831055
12,FP32,blur_sigma1,0.2682023346424103,0,0.054833173751831055
13,FP32,blur_sigma1,0.7640786170959473,2,0.06656432151794434
13,FP32,blur_sigma1,0.6588925123214722,0,0.06656432151794434
13,FP32,blur_sigma1,0.6305840015411377,0,0.06656432151794434
13,FP32,blur_sigma1,0.4279148280620575,2,0.06656432151794434
14,FP32,blur_sigma1,0.8813368082046509,2,0.06224536895751953
14,FP32,blur_sigma1,0.7335301041603088,0,0.06224536895751953
14,FP32,blur_sigma1,0.6967061161994934,2,0.06224536895751953
14,FP32,blur_sigma1,0.6884629130363464,0,0.06224536895751953
14,FP32,blur_sigma1,0.36643362045288086,0,0.06224536895751953
14,FP32,blur_sigma1,0.333024263381958,0,0.06224536895751953
14,FP32,blur_sigma1,0.31282225251197815,0,0.06224536895751953
15,FP32,blur_sigma1,0.8661966919898987,2,0.06398963928222656
15,FP32,blur_sigma1,0.6650829315185547,0,0.06398963928222656
15,FP32,blur_sigma1,0.5678155422210693,2,0.06398963928222656
15,FP32,blur_sigma1,0.44565239548683167,0,0.06398963928222656
15,FP32,blur_sigma1,0.3931529223918915,0,0.06398963928222656
15,FP32,blur_sigma1,0.35213667154312134,0,0.06398963928222656
15,FP32,blur_sigma1,0.3098641633987427,0,0.06398963928222656
15,FP32,blur_sigma1,0.3036308288574219,0,0.06398963928222656
16,FP32,blur_sigma1,0.8474701046943665,2,0.06365776062011719
16,FP32,blur_sigma1,0.6670483946800232,0,0.06365776062011719
16,FP32,blur_sigma1,0.6567369699478149,2,0.06365776062011719
16,FP32,blur_sigma1,0.6477551460266113,0,0.06365776062011719
16,FP32,blur_sigma1,0.3080807328224182,0,0.06365776062011719
17,FP32,blur_sigma1,0.8475731611251831,2,0.0561671257019043
17,FP32,blur_sigma1,0.7202838063240051,2,0.0561671257019043
17,FP32,blur_sigma1,0.6369975209236145,0,0.0561671257019043
17,FP32,blur_sigma1,0.6308866143226624,0,0.0561671257019043
17,FP32,blur_sigma1,0.41338562965393066,0,0.0561671257019043
17,FP32,blur_sigma1,0.3873496651649475,0,0.0561671257019043
17,FP32,blur_sigma1,0.38598793745040894,0,0.0561671257019043
17,FP32,blur_sigma1,0.2906337082386017,0,0.0561671257019043
17,FP32,blur_sigma1,0.2815623879432678,0,0.0561671257019043
18,FP32,blur_sigma1,0.8782963156700134,2,0.054592132568359375
18,FP32,blur_sigma1,0.7774763703346252,2,0.054592132568359375
18,FP32,blur_sigma1,0.7377564907073975,0,0.054592132568359375
18,FP32,blur_sigma1,0.6677921414375305,0,0.054592132568359375
18,FP32,blur_sigma1,0.4526880383491516,0,0.054592132568359375
18,FP32,blur_sigma1,0.42496350407600403,0,0.054592132568359375
18,FP32,blur_sigma1,0.3930022418498993,0,0.054592132568359375
18,FP32,blur_sigma1,0.3363180160522461,0,0.054592132568359375
18,FP32,blur_sigma1,0.33212050795555115,0,0.054592132568359375
18,FP32,blur_sigma1,0.2874823808670044,0,0.054592132568359375
18,FP32,blur_sigma1,0.2735320031642914,0,0.054592132568359375
18,FP32,blur_sigma1,0.2652178704738617,0,0.054592132568359375
19,FP32,blur_sigma1,0.8947466015815735,2,0.05655813217163086
19,FP32,blur_sigma1,0.8134801983833313,2,0.05655813217163086
19,FP32,blur_sigma1,0.6949166059494019,0,0.05655813217163086
19,FP32,blur_sigma1,0.6856637597084045,0,0.05655813217163086
19,FP32,blur_sigma1,0.5737583637237549,0,0.05655813217163086
19,FP32,blur_sigma1,0.4912492632865906,0,0.05655813217163086
19,FP32,blur_sigma1,0.46272990107536316,0,0.05655813217163086
19,FP32,blur_sigma1,0.41513097286224365,0,0.05655813217163086
19,FP32,blur_sigma1,0.39479860663414,0,0.05655813217163086
19,FP32,blur_sigma1,0.35436511039733887,2,0.05655813217163086
19,FP32,blur_sigma1,0.31656724214553833,0,0.05655813217163086
19,FP32,blur_sigma1,0.2894711494445801,0,0.05655813217163086
20,FP32,blur_sigma1,0.8814861178398132,2,0.05690264701843262
20,FP32,blur_sigma1,0.8152431845664978,2,0.05690264701843262
20,FP32,blur_sigma1,0.746516227722168,0,0.05690264701843262
20,FP32,blur_sigma1,0.5739704370498657,0,0.05690264701843262
20,FP32,blur_sigma1,0.41623297333717346,0,0.05690264701843262
20,FP32,blur_sigma1,0.3026971220970154,2,0.05690264701843262
20,FP32,blur_sigma1,0.2881527543067932,0,0.05690264701843262
20,FP32,blur_sigma1,0.27800115942955017,0,0.05690264701843262
20,FP32,blur_sigma1,0.27501627802848816,0,0.05690264701843262
21,FP32,blur_sigma1,0.9053623080253601,2,0.07138752937316895
21,FP32,blur_sigma1,0.8239363431930542,2,0.07138752937316895
21,FP32,blur_sigma1,0.6948506236076355,0,0.07138752937316895
21,FP32,blur_sigma1,0.6292435526847839,0,0.07138752937316895
21,FP32,blur_sigma1,0.46823030710220337,0,0.07138752937316895
21,FP32,blur_sigma1,0.26189124584198,0,0.07138752937316895
21,FP32,blur_sigma1,0.25418663024902344,2,0.07138752937316895
22,FP32,blur_sigma1,0.8979930281639099,2,0.07497620582580566
22,FP32,blur_sigma1,0.7994604110717773,2,0.07497620582580566
22,FP32,blur_sigma1,0.7865504622459412,0,0.07497620582580566
22,FP32,blur_sigma1,0.6702932715415955,0,0.07497620582580566
22,FP32,blur_sigma1,0.5255915522575378,0,0.07497620582580566
22,FP32,blur_sigma1,0.44927993416786194,0,0.07497620582580566
22,FP32,blur_sigma1,0.40774187445640564,0,0.07497620582580566
22,FP32,blur_sigma1,0.3790952265262604,0,0.07497620582580566
22,FP32,blur_sigma1,0.291155606508255,0,0.07497620582580566
22,FP32,blur_sigma1,0.27791962027549744,2,0.07497620582580566
22,FP32,blur_sigma1,0.2770532965660095,0,0.07497620582580566
22,FP32,blur_sigma1,0.2523219585418701,0,0.07497620582580566
23,FP32,blur_sigma1,0.9180783033370972,2,0.0638129711151123
23,FP32,blur_sigma1,0.8182376027107239,0,0.0638129711151123
23,FP32,blur_sigma1,0.8009081482887268,2,0.0638129711151123
23,FP32,blur_sigma1,0.661625325679779,0,0.0638129711151123
23,FP32,blur_sigma1,0.5306785702705383,0,0.0638129711151123
23,FP32,blur_sigma1,0.4419154226779938,0,0.0638129711151123
23,FP32,blur_sigma1,0.3878311812877655,0,0.0638129711151123
23,FP32,blur_sigma1,0.3594948351383209,0,0.0638129711151123
23,FP32,blur_sigma1,0.30395257472991943,0,0.0638129711151123
23,FP32,blur_sigma1,0.29591378569602966,0,0.0638129711151123
23,FP32,blur_sigma1,0.25037553906440735,0,0.0638129711151123
24,FP32,blur_sigma1,0.9061257839202881,2,0.060286760330200195
24,FP32,blur_sigma1,0.8331229090690613,0,0.060286760330200195
24,FP32,blur_sigma1,0.7881360650062561,2,0.060286760330200195
24,FP32,blur_sigma1,0.688184916973114,0,0.060286760330200195
24,FP32,blur_sigma1,0.5464636087417603,0,0.060286760330200195
24,FP32,blur_sigma1,0.4889792799949646,0,0.060286760330200195
24,FP32,blur_sigma1,0.4661749303340912,0,0.060286760330200195
24,FP32,blur_sigma1,0.32810765504837036,0,0.060286760330200195
24,FP32,blur_sigma1,0.3240375816822052,0,0.060286760330200195
24,FP32,blur_sigma1,0.28191521763801575,0,0.060286760330200195
25,FP32,blur_sigma1,0.904832124710083,2,0.053870439529418945
25,FP32,blur_sigma1,0.8277398943901062,0,0.053870439529418945
25,FP32,blur_sigma1,0.788974404335022,2,0.053870439529418945
25,FP32,blur_sigma1,0.7241294384002686,0,0.053870439529418945
25,FP32,blur_sigma1,0.5627665519714355,0,0.053870439529418945
25,FP32,blur_sigma1,0.4735058546066284,0,0.053870439529418945
25,FP32,blur_sigma1,0.44782334566116333,0,0.053870439529418945
25,FP32,blur_sigma1,0.36941343545913696,0,0.053870439529418945
25,FP32,blur_sigma1,0.2548276484012604,0,0.053870439529418945
26,FP32,blur_sigma1,0.8991549015045166,2,0.05673360824584961
26,FP32,blur_sigma1,0.8347958326339722,0,0.05673360824584961
26,FP32,blur_sigma1,0.7623488306999207,2,0.05673360824584961
26,FP32,blur_sigma1,0.7190598845481873,0,0.05673360824584961
26,FP32,blur_sigma1,0.5592846870422363,0,0.05673360824584961
26,FP32,blur_sigma1,0.5371066331863403,0,0.05673360824584961
26,FP32,blur_sigma1,0.47232431173324585,0,0.05673360824584961
26,FP32,blur_sigma1,0.45550206303596497,0,0.05673360824584961
27,FP32,blur_sigma1,0.9133263826370239,2,0.058911800384521484
27,FP32,blur_sigma1,0.8677634596824646,0,0.058911800384521484
27,FP32,blur_sigma1,0.7879035472869873,2,0.058911800384521484
27,FP32,blur_sigma1,0.6991071105003357,0,0.058911800384521484
27,FP32,blur_sigma1,0.6182245016098022,0,0.058911800384521484
27,FP32,blur_sigma1,0.5952643156051636,0,0.058911800384521484
27,FP32,blur_sigma1,0.4969250559806824,0,0.058911800384521484
27,FP32,blur_sigma1,0.48049330711364746,0,0.058911800384521484
27,FP32,blur_sigma1,0.4664051830768585,0,0.058911800384521484
27,FP32,blur_sigma1,0.2647697329521179,2,0.058911800384521484
27,FP32,blur_sigma1,0.2617569863796234,0,0.058911800384521484
28,FP32,blur_sigma1,0.912656843662262,2,0.05827212333679199
28,FP32,blur_sigma1,0.8597420454025269,0,0.05827212333679199
28,FP32,blur_sigma1,0.8033472299575806,2,0.05827212333679199
28,FP32,blur_sigma1,0.6677219271659851,0,0.05827212333679199
28,FP32,blur_sigma1,0.6444247961044312,0,0.05827212333679199
28,FP32,blur_sigma1,0.5399096012115479,0,0.05827212333679199
28,FP32,blur_sigma1,0.5289730429649353,0,0.05827212333679199
28,FP32,blur_sigma1,0.4988776743412018,0,0.05827212333679199
28,FP32,blur_sigma1,0.38854193687438965,0,0.05827212333679199
28,FP32,blur_sigma1,0.27669718861579895,0,0.05827212333679199
29,FP32,blur_sigma1,0.8437906503677368,2,0.062116146087646484
29,FP32,blur_sigma1,0.797762930393219,0,0.062116146087646484
29,FP32,blur_sigma1,0.6588783860206604,0,0.062116146087646484
29,FP32,blur_sigma1,0.596812903881073,0,0.062116146087646484
29,FP32,blur_sigma1,0.5912550091743469,2,0.062116146087646484
29,FP32,blur_sigma1,0.5894338488578796,0,0.062116146087646484
29,FP32,blur_sigma1,0.47862011194229126,0,0.062116146087646484
29,FP32,blur_sigma1,0.4723905324935913,0,0.062116146087646484
29,FP32,blur_sigma1,0.3257666826248169,0,0.062116146087646484
29,FP32,blur_sigma1,0.29585787653923035,0,0.062116146087646484
30,FP32,blur_sigma1,0.8613738417625427,2,0.06298708915710449
30,FP32,blur_sigma1,0.8535473346710205,0,0.06298708915710449
30,FP32,blur_sigma1,0.6522349715232849,0,0.06298708915710449
30,FP32,blur_sigma1,0.5684343576431274,2,0.06298708915710449
30,FP32,blur_sigma1,0.563944935798645,0,0.06298708915710449
30,FP32,blur_sigma1,0.5638958811759949,0,0.06298708915710449
30,FP32,blur_sigma1,0.4890349805355072,0,0.06298708915710449
30,FP32,blur_sigma1,0.4027281403541565,0,0.06298708915710449
30,FP32,blur_sigma1,0.3293997347354889,0,0.06298708915710449
30,FP32,blur_sigma1,0.3063172698020935,0,0.06298708915710449
30,FP32,blur_sigma1,0.293268084526062,0,0.06298708915710449
30,FP32,blur_sigma1,0.27552908658981323,0,0.06298708915710449
31,FP32,blur_sigma1,0.8884317278862,2,0.062177419662475586
31,FP32,blur_sigma1,0.8249144554138184,2,0.062177419662475586
31,FP32,blur_sigma1,0.79598069190979,0,0.062177419662475586
31,FP32,blur_sigma1,0.7074244618415833,0,0.062177419662475586
31,FP32,blur_sigma1,0.6179592609405518,0,0.062177419662475586
31,FP32,blur_sigma1,0.6097555756568909,0,0.062177419662475586
31,FP32,blur_sigma1,0.45109325647354126,0,0.062177419662475586
31,FP32,blur_sigma1,0.32005202770233154,0,0.062177419662475586
31,FP32,blur_sigma1,0.31706681847572327,0,0.062177419662475586
31,FP32,blur_sigma1,0.3155423700809479,0,0.062177419662475586
31,FP32,blur_sigma1,0.3017781972885132,0,0.062177419662475586
31,FP32,blur_sigma1,0.28555381298065186,0,0.062177419662475586
32,FP32,blur_sigma1,0.8686290383338928,2,0.06001758575439453
32,FP32,blur_sigma1,0.7915574908256531,2,0.06001758575439453
32,FP32,blur_sigma1,0.7292770147323608,0,0.06001758575439453
32,FP32,blur_sigma1,0.7238744497299194,0,0.06001758575439453
32,FP32,blur_sigma1,0.5682803392410278,0,0.06001758575439453
32,FP32,blur_sigma1,0.5290003418922424,0,0.06001758575439453
32,FP32,blur_sigma1,0.3022550344467163,0,0.06001758575439453
32,FP32,blur_sigma1,0.2634585499763489,0,0.06001758575439453
33,FP32,blur_sigma1,0.8130574226379395,2,0.055643320083618164
33,FP32,blur_sigma1,0.7743574380874634,0,0.055643320083618164
33,FP32,blur_sigma1,0.763962984085083,2,0.055643320083618164
33,FP32,blur_sigma1,0.6759598255157471,0,0.055643320083618164
33,FP32,blur_sigma1,0.5695749521255493,0,0.055643320083618164
33,FP32,blur_sigma1,0.42079266905784607,0,0.055643320083618164
33,FP32,blur_sigma1,0.3584662675857544,0,0.055643320083618164
33,FP32,blur_sigma1,0.34508007764816284,0,0.055643320083618164
33,FP32,blur_sigma1,0.2763592004776001,0,0.055643320083618164
33,FP32,blur_sigma1,0.27336686849594116,2,0.055643320083618164
33,FP32,blur_sigma1,0.2718793749809265,0,0.055643320083618164
33,FP32,blur_sigma1,0.2544420659542084,2,0.055643320083618164
34,FP32,blur_sigma1,0.8659054636955261,2,0.055867910385131836
34,FP32,blur_sigma1,0.7963389754295349,0,0.055867910385131836
34,FP32,blur_sigma1,0.7812846302986145,2,0.055867910385131836
34,FP32,blur_sigma1,0.7433671355247498,0,0.055867910385131836
34,FP32,blur_sigma1,0.5895864963531494,0,0.055867910385131836
34,FP32,blur_sigma1,0.5388698577880859,0,0.055867910385131836
34,FP32,blur_sigma1,0.3467109501361847,2,0.055867910385131836
34,FP32,blur_sigma1,0.29208841919898987,0,0.055867910385131836
34,FP32,blur_sigma1,0.28376948833465576,0,0.055867910385131836
34,FP32,blur_sigma1,0.2735329270362854,0,0.055867910385131836
34,FP32,blur_sigma1,0.2615330219268799,0,0.055867910385131836
34,FP32,blur_sigma1,0.2583918571472168,0,0.055867910385131836
35,FP32,blur_sigma1,0.8473243117332458,2,0.05710148811340332
35,FP32,blur_sigma1,0.825593113899231,0,0.05710148811340332
35,FP32,blur_sigma1,0.7870185971260071,2,0.05710148811340332
35,FP32,blur_sigma1,0.7363280653953552,0,0.05710148811340332
35,FP32,blur_sigma1,0.6174734234809875,0,0.05710148811340332
35,FP32,blur_sigma1,0.5988529324531555,0,0.05710148811340332
35,FP32,blur_sigma1,0.4537848234176636,0,0.05710148811340332
35,FP32,blur_sigma1,0.42032670974731445,0,0.05710148811340332
35,FP32,blur_sigma1,0.3696434199810028,0,0.05710148811340332
35,FP32,blur_sigma1,0.3267665207386017,2,0.05710148811340332
35,FP32,blur_sigma1,0.31699392199516296,0,0.05710148811340332
36,FP32,blur_sigma1,0.8686939477920532,2,0.06611299514770508
36,FP32,blur_sigma1,0.8022246360778809,0,0.06611299514770508
36,FP32,blur_sigma1,0.8000828623771667,2,0.06611299514770508
36,FP32,blur_sigma1,0.7568684220314026,0,0.06611299514770508
36,FP32,blur_sigma1,0.5290552377700806,0,0.06611299514770508
36,FP32,blur_sigma1,0.5260264277458191,0,0.06611299514770508
36,FP32,blur_sigma1,0.48308029770851135,0,0.06611299514770508
36,FP32,blur_sigma1,0.37276512384414673,0,0.06611299514770508
36,FP32,blur_sigma1,0.33932217955589294,0,0.06611299514770508
36,FP32,blur_sigma1,0.3076031804084778,2,0.06611299514770508
36,FP32,blur_sigma1,0.2947702705860138,0,0.06611299514770508
36,FP32,blur_sigma1,0.27185311913490295,0,0.06611299514770508
36,FP32,blur_sigma1,0.268302321434021,2,0.06611299514770508
36,FP32,blur_sigma1,0.25305718183517456,0,0.06611299514770508
37,FP32,blur_sigma1,0.8602599501609802,2,0.06921577453613281
37,FP32,blur_sigma1,0.7875843048095703,2,0.06921577453613281
37,FP32,blur_sigma1,0.7459350228309631,0,0.06921577453613281
37,FP32,blur_sigma1,0.7230119109153748,0,0.06921577453613281
37,FP32,blur_sigma1,0.5476800799369812,0,0.06921577453613281
37,FP32,blur_sigma1,0.4587397277355194,0,0.06921577453613281
37,FP32,blur_sigma1,0.39626434445381165,0,0.06921577453613281
37,FP32,blur_sigma1,0.3663885295391083,0,0.06921577453613281
37,FP32,blur_sigma1,0.36075684428215027,2,0.06921577453613281
37,FP32,blur_sigma1,0.3304579257965088,0,0.06921577453613281
37,FP32,blur_sigma1,0.3226676285266876,0,0.06921577453613281
37,FP32,blur_sigma1,0.2998674511909485,0,0.06921577453613281
37,FP32,blur_sigma1,0.29475870728492737,0,0.06921577453613281
37,FP32,blur_sigma1,0.25832894444465637,0,0.06921577453613281
38,FP32,blur_sigma1,0.8727521300315857,2,0.06565213203430176
38,FP32,blur_sigma1,0.7713990211486816,2,0.06565213203430176
38,FP32,blur_sigma1,0.7016393542289734,0,0.06565213203430176
38,FP32,blur_sigma1,0.6013908982276917,0,0.06565213203430176
38,FP32,blur_sigma1,0.5594620704650879,0,0.06565213203430176
38,FP32,blur_sigma1,0.46390819549560547,0,0.06565213203430176
38,FP32,blur_sigma1,0.4282084107398987,0,0.06565213203430176
38,FP32,blur_sigma1,0.4063226282596588,0,0.06565213203430176
38,FP32,blur_sigma1,0.37160417437553406,0,0.06565213203430176
38,FP32,blur_sigma1,0.36002159118652344,0,0.06565213203430176
38,FP32,blur_sigma1,0.2914469242095947,0,0.06565213203430176
38,FP32,blur_sigma1,0.2793128788471222,0,0.06565213203430176
38,FP32,blur_sigma1,0.2532612085342407,0,0.06565213203430176
39,FP32,blur_sigma1,0.8341119289398193,2,0.06582927703857422
39,FP32,blur_sigma1,0.8124067187309265,2,0.06582927703857422
39,FP32,blur_sigma1,0.6179279685020447,0,0.06582927703857422
39,FP32,blur_sigma1,0.5148398280143738,0,0.06582927703857422
39,FP32,blur_sigma1,0.5001821517944336,0,0.06582927703857422
39,FP32,blur_sigma1,0.47531360387802124,0,0.06582927703857422
39,FP32,blur_sigma1,0.4540802538394928,0,0.06582927703857422
39,FP32,blur_sigma1,0.41239508986473083,0,0.06582927703857422
39,FP32,blur_sigma1,0.3632417619228363,0,0.06582927703857422
39,FP32,blur_sigma1,0.35921376943588257,0,0.06582927703857422
39,FP32,blur_sigma1,0.327793151140213,0,0.06582927703857422
39,FP32,blur_sigma1,0.3131381869316101,2,0.06582927703857422
39,FP32,blur_sigma1,0.294380247592926,0,0.06582927703857422
39,FP32,blur_sigma1,0.27848875522613525,2,0.06582927703857422
